BHID,FROM,TO,LITO
DH0071,103.28,104.77,LAT
DH0071,104.77,106.29,LAT
DH0071,106.29,107.95,LAT
DH0071,107.95,109.51,FRS
DH0071,109.51,110.56,LAT
DH0071,110.56,112.13,LAT
DH0071,112.13,113.54,LAT
DH0071,113.54,115.1,LAT
DH0071,115.1,116.43,LAT
DH0071,116.43,117.89,LAT
DH0071,117.89,119.05,FRS
DH0071,119.05,120.79,LAT
DH0071,120.79,121.83,FRS
DH0071,121.83,122.84,DUN
DH0071,122.84,124.07,DUN
DH0071,124.07,125.68,DUN
DH0071,125.68,126.98,DUN
DH0071,126.98,128.96,FRS
DH0071,128.96,130.39,DUN
DH0071,130.39,132.12,FRS
DH0071,132.12,133.6,FRS
DH0071,133.6,135.43,FRS
DH0071,135.43,136.47,FRS
DH0071,136.47,138.3,DUN
DH0071,138.3,139.8,FRS
DH0071,139.8,141.4,FRS
DH0071,141.4,143.0,FRS
DH0071,143.0,144.96,FRS
DH0071,144.96,146.46,DUN
DH0071,146.46,147.85,FRS
DH0071,147.85,149.59,FRS
DH0071,149.59,150.79,FRS
DH0071,150.79,151.92,DUN
DH0071,151.92,152.99,DUN
DH0071,152.99,154.74,FRS
DH0071,154.74,156.0,FRS
DH0071,156.0,157.52,FRS
DH0071,157.52,158.83,FRS
DH0071,158.83,160.62,FRS
DH0071,160.62,161.69,FRS
DH0071,161.69,163.62,FRS
DH0071,163.62,165.44,FRS
DH0071,165.44,167.24,FRS
DH0071,167.24,168.79,FRS
DH0071,168.79,170.61,FRS
DH0071,170.61,172.39,FRS
DH0071,172.39,173.95,FRS
DH0071,173.95,175.82,DUN
DH0071,175.82,177.21,DUN
DH0071,177.21,178.96,FRS
DH0071,178.96,180.52,FRS
DH0071,180.52,181.94,DUN
DH0071,181.94,183.76,DUN
DH0071,183.76,184.82,FRS
DH0071,184.82,186.01,FRS
DH0071,186.01,187.53,FRS
DH0071,187.53,188.82,FRS
DH0071,188.82,190.64,FRS
DH0071,190.64,192.3,FRS
DH0071,192.3,193.49,DUN
DH0071,193.49,194.95,PER
DH0071,194.95,196.26,DUN
DH0071,196.26,197.37,PER
DH0071,197.37,199.09,DUN
DH0071,199.09,200.55,DUN
DH0071,200.55,202.55,DUN
DH0071,202.55,204.09,DUN
DH0071,204.09,205.24,DUN
DH0071,205.24,207.02,DUN
DH0071,207.02,208.55,DUN
DH0071,208.55,210.32,DUN
DH0071,210.32,211.91,DUN
DH0071,211.91,213.6,DUN
DH0071,213.6,214.65,DUN
DH0071,214.65,216.23,DUN
DH0071,216.23,218.02,DUN
DH0071,218.02,220.02,DUN
DH0071,220.02,221.07,PER
DH0071,221.07,222.9,PER
DH0071,222.9,224.38,DUN
DH0071,224.38,225.58,DUN
DH0071,225.58,227.03,PER
DH0071,227.03,228.16,PER
DH0071,228.16,230.01,PER
DH0071,230.01,231.05,DUN
DH0071,231.05,232.74,DUN
DH0071,232.74,234.73,DUN
DH0071,234.73,236.31,DUN
DH0071,236.31,237.55,PER
DH0071,237.55,238.9,DUN
DH0071,238.9,240.35,DUN
DH0071,240.35,241.05,DUN
DH0072,0.0,1.02,SAP
DH0072,1.02,2.79,SAP
DH0072,2.79,3.83,SAP
DH0072,3.83,5.15,SAP
DH0072,5.15,6.58,SAP
DH0072,6.58,7.95,SAP
DH0072,7.95,9.67,SAP
DH0072,9.67,11.19,LAT
DH0072,11.19,12.22,SAP
DH0072,12.22,14.09,LAT
DH0072,14.09,15.82,LAT
DH0072,15.82,16.96,LAT
DH0072,16.96,18.84,LAT
DH0072,18.84,20.4,SAP
DH0072,20.4,21.5,LAT
DH0072,21.5,23.15,SAP
DH0072,23.15,24.53,SAP
DH0072,24.53,26.46,SAP
DH0072,26.46,28.21,LAT
DH0072,28.21,29.79,SAP
DH0072,29.79,31.69,SAP
DH0072,31.69,33.14,SAP
DH0072,33.14,34.14,SAP
DH0072,34.14,35.85,LAT
DH0072,35.85,37.49,SAP
DH0072,37.49,39.46,SAP
DH0072,39.46,40.84,LAT
DH0072,40.84,42.63,SAP
DH0072,42.63,44.38,SAP
DH0072,44.38,45.51,LAT
DH0072,45.51,46.59,LAT
DH0072,46.59,47.82,LAT
DH0072,47.82,48.92,FRS
DH0072,48.92,50.48,LAT
DH0072,50.48,51.76,LAT
DH0072,51.76,53.31,LAT
DH0072,53.31,54.52,LAT
DH0072,54.52,55.62,FRS
DH0072,55.62,56.74,LAT
DH0072,56.74,58.7,FRS
DH0072,58.7,60.66,FRS
DH0072,60.66,61.68,LAT
DH0072,61.68,63.42,FRS
DH0072,63.42,64.91,FRS
DH0072,64.91,65.95,LAT
DH0072,65.95,67.48,FRS
DH0072,67.48,68.87,LAT
DH0072,68.87,69.99,LAT
DH0072,69.99,71.71,FRS
DH0072,71.71,72.98,LAT
DH0072,72.98,74.94,LAT
DH0072,74.94,76.23,LAT
DH0072,76.23,78.0,LAT
DH0072,78.0,79.41,LAT
DH0072,79.41,80.84,FRS
DH0072,80.84,82.07,LAT
DH0072,82.07,83.98,LAT
DH0072,83.98,85.67,LAT
DH0072,85.67,87.51,LAT
DH0072,87.51,88.83,LAT
DH0072,88.83,90.62,FRS
DH0072,90.62,91.84,LAT
DH0072,91.84,93.31,LAT
DH0072,93.31,94.49,FRS
DH0072,94.49,96.06,FRS
DH0072,96.06,97.13,LAT
DH0072,97.13,98.62,LAT
DH0072,98.62,100.1,LAT
DH0072,100.1,101.65,FRS
DH0072,101.65,102.79,LAT
DH0072,102.79,103.88,LAT
DH0072,103.88,105.23,FRS
DH0072,105.23,107.0,FRS
DH0072,107.0,108.52,LAT
DH0072,108.52,109.73,FRS
DH0072,109.73,111.21,FRS
DH0072,111.21,112.83,DUN
DH0072,112.83,114.68,FRS
DH0072,114.68,115.88,FRS
DH0072,115.88,117.69,FRS
DH0072,117.69,119.49,FRS
DH0072,119.49,121.0,FRS
DH0072,121.0,122.22,FRS
DH0072,122.22,123.32,FRS
DH0072,123.32,124.42,FRS
DH0072,124.42,125.49,FRS
DH0072,125.49,126.91,FRS
DH0072,126.91,128.41,DUN
DH0072,128.41,130.06,FRS
DH0072,130.06,131.38,FRS
DH0072,131.38,132.54,FRS
DH0072,132.54,134.19,FRS
DH0072,134.19,135.39,FRS
DH0072,135.39,136.41,FRS
DH0072,136.41,137.79,DUN
DH0072,137.79,138.8,DUN
DH0072,138.8,140.49,FRS
DH0072,140.49,142.17,FRS
DH0072,142.17,143.22,DUN
DH0072,143.22,144.76,FRS
DH0072,144.76,146.21,FRS
DH0072,146.21,147.96,FRS
DH0072,147.96,149.44,DUN
DH0072,149.44,151.23,FRS
DH0072,151.23,152.53,FRS
DH0072,152.53,154.1,FRS
DH0072,154.1,155.17,FRS
DH0072,155.17,157.06,FRS
DH0072,157.06,158.39,FRS
DH0072,158.39,159.51,DUN
DH0072,159.51,160.65,FRS
DH0072,160.65,162.0,FRS
DH0072,162.0,163.05,DUN
DH0072,163.05,164.48,FRS
DH0072,164.48,165.77,FRS
DH0072,165.77,167.7,DUN
DH0072,167.7,168.71,DUN
DH0072,168.71,169.89,DUN
DH0072,169.89,171.01,FRS
DH0072,171.01,172.18,FRS
DH0072,172.18,173.34,DUN
DH0072,173.34,174.91,PER
DH0072,174.91,176.9,DUN
DH0072,176.9,178.27,PER
DH0072,178.27,180.08,PER
DH0072,180.08,181.95,DUN
DH0072,181.95,183.61,DUN
DH0072,183.61,185.48,DUN
DH0072,185.48,186.67,DUN
DH0072,186.67,187.84,DUN
DH0072,187.84,189.25,DUN
DH0072,189.25,190.89,DUN
DH0072,190.89,192.26,DUN
DH0072,192.26,193.91,PER
DH0072,193.91,195.75,DUN
DH0072,195.75,197.09,DUN
DH0072,197.09,198.2,DUN
DH0072,198.2,199.27,DUN
DH0072,199.27,201.03,DUN
DH0072,201.03,202.75,PER
DH0072,202.75,204.15,DUN
DH0072,204.15,205.26,DUN
DH0072,205.26,207.18,DUN
DH0072,207.18,208.57,DUN
DH0072,208.57,210.38,PER
DH0072,210.38,211.6,DUN
DH0072,211.6,213.25,PER
DH0072,213.25,214.53,DUN
DH0072,214.53,214.87,DUN
DH0073,0.0,1.89,SAP
DH0073,1.89,3.22,SAP
DH0073,3.22,4.67,SAP
DH0073,4.67,6.35,SAP
DH0073,6.35,7.97,SAP
DH0073,7.97,9.79,SAP
DH0073,9.79,11.13,SAP
DH0073,11.13,12.16,SAP
DH0073,12.16,13.37,SAP
DH0073,13.37,14.45,SAP
DH0073,14.45,16.41,LAT
DH0073,16.41,18.32,SAP
DH0073,18.32,20.06,SAP
DH0073,20.06,21.11,LAT
DH0073,21.11,22.29,SAP
DH0073,22.29,24.2,SAP
DH0073,24.2,25.66,SAP
DH0073,25.66,27.52,SAP
DH0073,27.52,28.93,SAP
DH0073,28.93,30.46,LAT
DH0073,30.46,31.73,LAT
DH0073,31.73,33.46,SAP
DH0073,33.46,34.48,LAT
DH0073,34.48,35.72,SAP
DH0073,35.72,37.0,FRS
DH0073,37.0,38.4,FRS
DH0073,38.4,40.08,FRS
DH0073,40.08,41.1,LAT
DH0073,41.1,42.32,FRS
DH0073,42.32,43.49,LAT
DH0073,43.49,45.1,FRS
DH0073,45.1,46.92,FRS
DH0073,46.92,47.96,LAT
DH0073,47.96,49.89,LAT
DH0073,49.89,51.63,LAT
DH0073,51.63,53.47,FRS
DH0073,53.47,55.31,LAT
DH0073,55.31,56.89,FRS
DH0073,56.89,58.01,LAT
DH0073,58.01,59.39,FRS
DH0073,59.39,60.78,LAT
DH0073,60.78,62.08,FRS
DH0073,62.08,64.04,LAT
DH0073,64.04,65.73,FRS
DH0073,65.73,66.78,LAT
DH0073,66.78,68.07,LAT
DH0073,68.07,69.36,FRS
DH0073,69.36,71.01,FRS
DH0073,71.01,72.08,FRS
DH0073,72.08,73.28,LAT
DH0073,73.28,74.63,LAT
DH0073,74.63,75.77,FRS
DH0073,75.77,77.57,FRS
DH0073,77.57,78.78,FRS
DH0073,78.78,79.88,FRS
DH0073,79.88,81.85,LAT
DH0073,81.85,83.02,FRS
DH0073,83.02,84.82,LAT
DH0073,84.82,86.07,FRS
DH0073,86.07,87.19,LAT
DH0073,87.19,88.83,FRS
DH0073,88.83,90.4,FRS
DH0073,90.4,91.88,DUN
DH0073,91.88,93.65,DUN
DH0073,93.65,95.37,FRS
DH0073,95.37,97.22,FRS
DH0073,97.22,98.53,FRS
DH0073,98.53,99.62,FRS
DH0073,99.62,101.56,FRS
DH0073,101.56,103.55,FRS
DH0073,103.55,105.27,FRS
DH0073,105.27,106.66,FRS
DH0073,106.66,108.61,FRS
DH0073,108.61,109.96,DUN
DH0073,109.96,111.56,DUN
DH0073,111.56,112.59,FRS
DH0073,112.59,114.1,FRS
DH0073,114.1,115.19,DUN
DH0073,115.19,116.64,FRS
DH0073,116.64,118.32,FRS
DH0073,118.32,119.32,DUN
DH0073,119.32,120.85,FRS
DH0073,120.85,122.59,FRS
DH0073,122.59,124.32,DUN
DH0073,124.32,125.71,FRS
DH0073,125.71,127.24,FRS
DH0073,127.24,128.71,FRS
DH0073,128.71,130.44,DUN
DH0073,130.44,132.31,FRS
DH0073,132.31,133.51,DUN
DH0073,133.51,134.71,FRS
DH0073,134.71,136.53,DUN
DH0073,136.53,138.35,DUN
DH0073,138.35,139.46,FRS
DH0073,139.46,141.05,DUN
DH0073,141.05,142.35,PER
DH0073,142.35,143.51,DUN
DH0073,143.51,144.91,PER
DH0073,144.91,146.5,DUN
DH0073,146.5,148.48,DUN
DH0073,148.48,150.22,DUN
DH0073,150.22,151.92,DUN
DH0073,151.92,153.27,DUN
DH0073,153.27,154.74,PER
DH0073,154.74,156.23,DUN
DH0073,156.23,157.87,DUN
DH0073,157.87,159.44,DUN
DH0073,159.44,161.18,DUN
DH0073,161.18,163.17,DUN
DH0073,163.17,165.15,DUN
DH0073,165.15,166.75,PER
DH0073,166.75,168.19,PER
DH0073,168.19,169.39,DUN
DH0073,169.39,171.1,DUN
DH0073,171.1,172.29,DUN
DH0073,172.29,173.69,PER
DH0073,173.69,175.15,PER
DH0073,175.15,175.83,DUN
DH0074,0.0,1.4,SAP
DH0074,1.4,3.13,SAP
DH0074,3.13,4.41,SAP
DH0074,4.41,6.01,SAP
DH0074,6.01,7.13,SAP
DH0074,7.13,8.34,LAT
DH0074,8.34,9.39,SAP
DH0074,9.39,10.87,SAP
DH0074,10.87,11.93,SAP
DH0074,11.93,13.85,SAP
DH0074,13.85,15.38,SAP
DH0074,15.38,16.98,SAP
DH0074,16.98,18.89,SAP
DH0074,18.89,20.78,LAT
DH0074,20.78,22.76,SAP
DH0074,22.76,23.84,SAP
DH0074,23.84,25.35,LAT
DH0074,25.35,27.14,FRS
DH0074,27.14,28.15,FRS
DH0074,28.15,29.17,LAT
DH0074,29.17,30.92,LAT
DH0074,30.92,32.81,LAT
DH0074,32.81,34.5,LAT
DH0074,34.5,35.81,FRS
DH0074,35.81,37.3,LAT
DH0074,37.3,39.1,LAT
DH0074,39.1,40.14,LAT
DH0074,40.14,41.91,LAT
DH0074,41.91,43.44,FRS
DH0074,43.44,45.03,LAT
DH0074,45.03,46.18,LAT
DH0074,46.18,48.18,FRS
DH0074,48.18,49.42,LAT
DH0074,49.42,51.17,LAT
DH0074,51.17,53.08,LAT
DH0074,53.08,54.6,LAT
DH0074,54.6,56.45,LAT
DH0074,56.45,57.71,FRS
DH0074,57.71,59.21,LAT
DH0074,59.21,60.25,DUN
DH0074,60.25,62.23,FRS
DH0074,62.23,63.92,FRS
DH0074,63.92,65.09,FRS
DH0074,65.09,66.69,FRS
DH0074,66.69,68.46,FRS
DH0074,68.46,70.34,FRS
DH0074,70.34,71.76,FRS
DH0074,71.76,73.7,FRS
DH0074,73.7,75.25,DUN
DH0074,75.25,77.11,DUN
DH0074,77.11,78.15,FRS
DH0074,78.15,80.06,FRS
DH0074,80.06,81.49,DUN
DH0074,81.49,83.35,DUN
DH0074,83.35,85.3,FRS
DH0074,85.3,87.25,FRS
DH0074,87.25,88.4,DUN
DH0074,88.4,90.2,DUN
DH0074,90.2,91.66,FRS
DH0074,91.66,92.69,FRS
DH0074,92.69,94.2,PER
DH0074,94.2,96.12,PER
DH0074,96.12,97.89,DUN
DH0074,97.89,99.42,DUN
DH0074,99.42,101.22,DUN
DH0074,101.22,103.07,DUN
DH0074,103.07,104.19,DUN
DH0074,104.19,105.85,DUN
DH0074,105.85,107.73,DUN
DH0074,107.73,109.69,DUN
DH0074,109.69,110.84,PER
DH0074,110.84,112.05,DUN
DH0074,112.05,113.89,DUN
DH0074,113.89,115.67,DUN
DH0074,115.67,115.67,DUN
DH0075,0.0,1.34,SAP
DH0075,1.34,2.91,SAP
DH0075,2.91,4.25,SAP
DH0075,4.25,5.74,SAP
DH0075,5.74,7.25,LAT
DH0075,7.25,8.73,SAP
DH0075,8.73,10.56,SAP
DH0075,10.56,12.09,SAP
DH0075,12.09,13.58,SAP
DH0075,13.58,15.22,SAP
DH0075,15.22,16.81,SAP
DH0075,16.81,18.57,SAP
DH0075,18.57,19.96,SAP
DH0075,19.96,21.54,LAT
DH0075,21.54,22.68,SAP
DH0075,22.68,23.72,SAP
DH0075,23.72,25.64,SAP
DH0075,25.64,27.38,SAP
DH0075,27.38,28.99,LAT
DH0075,28.99,30.47,FRS
DH0075,30.47,31.98,LAT
DH0075,31.98,33.04,LAT
DH0075,33.04,34.84,LAT
DH0075,34.84,36.46,FRS
DH0075,36.46,37.63,LAT
DH0075,37.63,38.89,LAT
DH0075,38.89,40.09,LAT
DH0075,40.09,41.22,LAT
DH0075,41.22,42.38,FRS
DH0075,42.38,43.95,LAT
DH0075,43.95,45.37,LAT
DH0075,45.37,46.86,LAT
DH0075,46.86,48.43,FRS
DH0075,48.43,50.17,LAT
DH0075,50.17,51.99,FRS
DH0075,51.99,53.32,FRS
DH0075,53.32,55.02,LAT
DH0075,55.02,56.21,LAT
DH0075,56.21,57.74,LAT
DH0075,57.74,59.59,LAT
DH0075,59.59,61.05,FRS
DH0075,61.05,62.29,LAT
DH0075,62.29,63.73,FRS
DH0075,63.73,65.13,FRS
DH0075,65.13,66.95,FRS
DH0075,66.95,68.34,DUN
DH0075,68.34,69.74,FRS
DH0075,69.74,70.99,FRS
DH0075,70.99,72.76,FRS
DH0075,72.76,73.88,FRS
DH0075,73.88,75.75,FRS
DH0075,75.75,76.94,DUN
DH0075,76.94,78.35,FRS
DH0075,78.35,79.37,FRS
DH0075,79.37,81.26,FRS
DH0075,81.26,82.98,DUN
DH0075,82.98,84.38,FRS
DH0075,84.38,85.67,DUN
DH0075,85.67,86.74,FRS
DH0075,86.74,87.98,FRS
DH0075,87.98,89.51,DUN
DH0075,89.51,90.62,FRS
DH0075,90.62,91.77,FRS
DH0075,91.77,93.55,FRS
DH0075,93.55,94.94,DUN
DH0075,94.94,96.28,FRS
DH0075,96.28,97.35,FRS
DH0075,97.35,98.69,FRS
DH0075,98.69,100.61,DUN
DH0075,100.61,102.3,FRS
DH0075,102.3,104.26,FRS
DH0075,104.26,105.27,DUN
DH0075,105.27,106.72,PER
DH0075,106.72,108.15,DUN
DH0075,108.15,110.02,DUN
DH0075,110.02,111.03,DUN
DH0075,111.03,112.99,DUN
DH0075,112.99,114.42,DUN
DH0075,114.42,115.61,DUN
DH0075,115.61,117.16,DUN
DH0075,117.16,118.32,DUN
DH0075,118.32,120.03,DUN
DH0075,120.03,121.9,DUN
DH0075,121.9,123.75,DUN
DH0075,123.75,125.15,DUN
DH0075,125.15,126.99,DUN
DH0075,126.99,128.47,DUN
DH0075,128.47,128.64,DUN
DH0076,0.0,1.67,LAT
DH0076,1.67,2.83,SAP
DH0076,2.83,4.49,SAP
DH0076,4.49,6.34,SAP
DH0076,6.34,7.51,LAT
DH0076,7.51,8.97,SAP
DH0076,8.97,10.22,SAP
DH0076,10.22,11.8,SAP
DH0076,11.8,12.88,LAT
DH0076,12.88,14.57,SAP
DH0076,14.57,16.26,SAP
DH0076,16.26,17.89,SAP
DH0076,17.89,19.34,FRS
DH0076,19.34,21.18,FRS
DH0076,21.18,22.38,FRS
DH0076,22.38,24.11,LAT
DH0076,24.11,26.05,LAT
DH0076,26.05,27.88,FRS
DH0076,27.88,29.01,LAT
DH0076,29.01,30.45,FRS
DH0076,30.45,32.22,LAT
DH0076,32.22,33.35,FRS
DH0076,33.35,34.55,LAT
DH0076,34.55,36.08,LAT
DH0076,36.08,37.4,FRS
DH0076,37.4,38.72,FRS
DH0076,38.72,40.65,LAT
DH0076,40.65,42.54,FRS
DH0076,42.54,44.43,FRS
DH0076,44.43,45.6,DUN
DH0076,45.6,46.96,FRS
DH0076,46.96,48.05,DUN
DH0076,48.05,49.18,DUN
DH0076,49.18,51.08,DUN
DH0076,51.08,52.47,DUN
DH0076,52.47,53.9,DUN
DH0076,53.9,55.58,FRS
DH0076,55.58,57.23,FRS
DH0076,57.23,59.21,FRS
DH0076,59.21,61.19,FRS
DH0076,61.19,63.07,FRS
DH0076,63.07,64.68,FRS
DH0076,64.68,66.11,DUN
DH0076,66.11,67.82,FRS
DH0076,67.82,68.94,FRS
DH0076,68.94,70.42,DUN
DH0076,70.42,72.27,FRS
DH0076,72.27,73.37,DUN
DH0076,73.37,74.69,PER
DH0076,74.69,75.8,PER
DH0076,75.8,77.19,DUN
DH0076,77.19,78.61,DUN
DH0076,78.61,80.02,DUN
DH0076,80.02,81.67,PER
DH0076,81.67,82.77,DUN
DH0076,82.77,84.59,PER
DH0076,84.59,85.83,DUN
DH0076,85.83,87.64,DUN
DH0076,87.64,88.77,DUN
DH0077,0.0,1.58,LAT
DH0077,1.58,2.88,LAT
DH0077,2.88,3.9,LAT
DH0077,3.9,5.32,SAP
DH0077,5.32,6.72,SAP
DH0077,6.72,8.71,LAT
DH0077,8.71,10.26,LAT
DH0077,10.26,11.44,LAT
DH0077,11.44,12.51,SAP
DH0077,12.51,14.36,SAP
DH0077,14.36,16.13,SAP
DH0077,16.13,17.24,SAP
DH0077,17.24,18.96,SAP
DH0077,18.96,20.92,LAT
DH0077,20.92,22.22,SAP
DH0077,22.22,23.47,LAT
DH0077,23.47,25.17,SAP
DH0077,25.17,26.71,SAP
DH0077,26.71,28.52,SAP
DH0077,28.52,29.75,LAT
DH0077,29.75,30.76,LAT
DH0077,30.76,32.19,LAT
DH0077,32.19,33.8,LAT
DH0077,33.8,35.38,LAT
DH0077,35.38,36.54,FRS
DH0077,36.54,38.11,FRS
DH0077,38.11,39.45,LAT
DH0077,39.45,40.46,LAT
DH0077,40.46,41.87,LAT
DH0077,41.87,43.42,FRS
DH0077,43.42,45.15,FRS
DH0077,45.15,46.85,LAT
DH0077,46.85,48.46,LAT
DH0077,48.46,49.72,FRS
DH0077,49.72,50.77,FRS
DH0077,50.77,52.7,FRS
DH0077,52.7,54.05,FRS
DH0077,54.05,55.12,FRS
DH0077,55.12,56.91,FRS
DH0077,56.91,58.6,LAT
DH0077,58.6,60.44,FRS
DH0077,60.44,62.1,LAT
DH0077,62.1,63.89,LAT
DH0077,63.89,65.47,LAT
DH0077,65.47,67.26,LAT
DH0077,67.26,68.36,FRS
DH0077,68.36,70.12,FRS
DH0077,70.12,71.66,DUN
DH0077,71.66,73.03,FRS
DH0077,73.03,74.48,FRS
DH0077,74.48,76.24,FRS
DH0077,76.24,78.12,FRS
DH0077,78.12,79.45,FRS
DH0077,79.45,81.16,FRS
DH0077,81.16,82.52,DUN
DH0077,82.52,83.79,FRS
DH0077,83.79,85.15,DUN
DH0077,85.15,86.83,FRS
DH0077,86.83,88.12,FRS
DH0077,88.12,89.77,FRS
DH0077,89.77,91.13,FRS
DH0077,91.13,92.52,FRS
DH0077,92.52,93.66,DUN
DH0077,93.66,95.27,FRS
DH0077,95.27,97.06,FRS
DH0077,97.06,98.57,DUN
DH0077,98.57,99.93,FRS
DH0077,99.93,101.9,FRS
DH0077,101.9,103.41,DUN
DH0077,103.41,105.41,FRS
DH0077,105.41,106.56,DUN
DH0077,106.56,107.89,FRS
DH0077,107.89,109.0,DUN
DH0077,109.0,110.19,DUN
DH0077,110.19,111.52,DUN
DH0077,111.52,112.59,DUN
DH0077,112.59,113.66,DUN
DH0077,113.66,114.8,DUN
DH0077,114.8,116.05,DUN
DH0077,116.05,117.8,PER
DH0077,117.8,119.7,DUN
DH0077,119.7,121.02,DUN
DH0077,121.02,122.22,DUN
DH0077,122.22,124.09,DUN
DH0077,124.09,125.16,DUN
DH0077,125.16,126.42,DUN
DH0077,126.42,128.01,DUN
DH0077,128.01,129.24,DUN
DH0077,129.24,131.12,DUN
DH0077,131.12,132.94,PER
DH0077,132.94,134.5,DUN
DH0077,134.5,136.19,DUN
DH0078,0.0,1.91,SAP
DH0078,1.91,2.95,SAP
DH0078,2.95,4.88,LAT
DH0078,4.88,6.6,SAP
DH0078,6.6,8.39,SAP
DH0078,8.39,10.24,SAP
DH0078,10.24,11.54,SAP
DH0078,11.54,13.06,SAP
DH0078,13.06,14.32,SAP
DH0078,14.32,16.15,SAP
DH0078,16.15,17.77,SAP
DH0078,17.77,19.19,SAP
DH0078,19.19,20.69,SAP
DH0078,20.69,22.68,LAT
DH0078,22.68,23.89,FRS
DH0078,23.89,25.15,FRS
DH0078,25.15,26.46,LAT
DH0078,26.46,27.88,LAT
DH0078,27.88,29.57,LAT
DH0078,29.57,31.33,LAT
DH0078,31.33,32.93,FRS
DH0078,32.93,34.4,FRS
DH0078,34.4,36.33,LAT
DH0078,36.33,37.45,LAT
DH0078,37.45,39.31,FRS
DH0078,39.31,41.19,LAT
DH0078,41.19,42.95,LAT
DH0078,42.95,44.6,LAT
DH0078,44.6,45.62,LAT
DH0078,45.62,47.1,LAT
DH0078,47.1,48.33,FRS
DH0078,48.33,50.13,LAT
DH0078,50.13,52.13,FRS
DH0078,52.13,53.8,FRS
DH0078,53.8,55.37,LAT
DH0078,55.37,56.44,DUN
DH0078,56.44,57.84,FRS
DH0078,57.84,59.62,FRS
DH0078,59.62,60.68,FRS
DH0078,60.68,62.49,FRS
DH0078,62.49,64.08,FRS
DH0078,64.08,65.74,FRS
DH0078,65.74,67.18,FRS
DH0078,67.18,68.92,FRS
DH0078,68.92,70.8,FRS
DH0078,70.8,72.57,FRS
DH0078,72.57,73.91,FRS
DH0078,73.91,75.04,FRS
DH0078,75.04,76.94,DUN
DH0078,76.94,78.59,DUN
DH0078,78.59,80.5,DUN
DH0078,80.5,82.01,FRS
DH0078,82.01,83.78,FRS
DH0078,83.78,84.89,FRS
DH0078,84.89,86.23,FRS
DH0078,86.23,87.91,FRS
DH0078,87.91,88.94,PER
DH0078,88.94,90.01,DUN
DH0078,90.01,91.68,DUN
DH0078,91.68,92.84,PER
DH0078,92.84,94.39,DUN
DH0078,94.39,95.54,PER
DH0078,95.54,97.03,DUN
DH0078,97.03,98.96,DUN
DH0078,98.96,100.29,DUN
DH0078,100.29,102.08,DUN
DH0078,102.08,103.55,PER
DH0078,103.55,105.1,PER
DH0078,105.1,106.97,DUN
DH0078,106.97,107.94,DUN
DH0079,0.0,1.1,LAT
DH0079,1.1,2.8,SAP
DH0079,2.8,4.66,SAP
DH0079,4.66,6.52,SAP
DH0079,6.52,8.16,SAP
DH0079,8.16,9.21,SAP
DH0079,9.21,11.02,LAT
DH0079,11.02,12.25,SAP
DH0079,12.25,13.69,LAT
DH0079,13.69,15.36,SAP
DH0079,15.36,16.6,LAT
DH0079,16.6,18.06,SAP
DH0079,18.06,19.54,LAT
DH0079,19.54,21.17,LAT
DH0079,21.17,22.49,SAP
DH0079,22.49,23.88,SAP
DH0079,23.88,25.55,SAP
DH0079,25.55,26.9,LAT
DH0079,26.9,28.1,SAP
DH0079,28.1,30.06,SAP
DH0079,30.06,32.04,SAP
DH0079,32.04,33.69,SAP
DH0079,33.69,35.43,SAP
DH0079,35.43,36.78,SAP
DH0079,36.78,38.08,SAP
DH0079,38.08,39.67,SAP
DH0079,39.67,41.0,SAP
DH0079,41.0,42.38,LAT
DH0079,42.38,43.5,SAP
DH0079,43.5,44.51,SAP
DH0079,44.51,45.96,LAT
DH0079,45.96,47.59,SAP
DH0079,47.59,49.25,SAP
DH0079,49.25,50.41,SAP
DH0079,50.41,51.98,SAP
DH0079,51.98,53.38,LAT
DH0079,53.38,55.04,LAT
DH0079,55.04,56.89,SAP
DH0079,56.89,57.93,LAT
DH0079,57.93,59.0,SAP
DH0079,59.0,60.75,LAT
DH0079,60.75,62.07,LAT
DH0079,62.07,63.99,SAP
DH0079,63.99,65.78,LAT
DH0079,65.78,67.12,LAT
DH0079,67.12,68.56,SAP
DH0079,68.56,70.19,LAT
DH0079,70.19,72.13,SAP
DH0079,72.13,73.55,SAP
DH0079,73.55,74.87,SAP
DH0079,74.87,76.04,FRS
DH0079,76.04,77.2,LAT
DH0079,77.2,78.54,LAT
DH0079,78.54,79.81,FRS
DH0079,79.81,80.89,LAT
DH0079,80.89,82.39,FRS
DH0079,82.39,84.03,LAT
DH0079,84.03,85.29,LAT
DH0079,85.29,86.84,LAT
DH0079,86.84,88.32,FRS
DH0079,88.32,90.23,FRS
DH0079,90.23,91.66,LAT
DH0079,91.66,92.75,LAT
DH0079,92.75,93.86,LAT
DH0079,93.86,95.03,LAT
DH0079,95.03,96.17,FRS
DH0079,96.17,97.26,FRS
DH0079,97.26,98.55,LAT
DH0079,98.55,100.48,FRS
DH0079,100.48,102.34,LAT
DH0079,102.34,103.51,FRS
DH0079,103.51,105.22,FRS
DH0079,105.22,107.09,LAT
DH0079,107.09,108.2,LAT
DH0079,108.2,109.92,LAT
DH0079,109.92,111.33,FRS
DH0079,111.33,112.39,LAT
DH0079,112.39,114.15,FRS
DH0079,114.15,115.51,LAT
DH0079,115.51,117.09,LAT
DH0079,117.09,119.04,LAT
