BHID,FROM,TO,TARGET,NI,SI,MG
DH0067,116.78,118.04,North_Zone,0.568,35.58,12.14
DH0067,118.04,120.02,North_Zone,0.329,38.71,25.7
DH0067,120.02,121.36,North_Zone,0.168,45.78,18.16
DH0067,121.36,122.67,North_Zone,0.498,32.67,16.19
DH0067,122.67,124.08,North_Zone,0.762,41.72,12.74
DH0067,124.08,125.4,North_Zone,0.505,37.24,31.04
DH0067,125.4,126.6,North_Zone,0.228,39.49,24.05
DH0067,126.6,128.06,North_Zone,0.01,39.23,20.3
DH0067,128.06,129.53,North_Zone,0.578,35.75,17.86
DH0067,129.53,131.03,North_Zone,0.191,33.43,24.87
DH0067,131.03,132.42,North_Zone,0.526,38.75,20.29
DH0067,132.42,134.09,North_Zone,0.246,39.89,21.26
DH0067,134.09,135.31,North_Zone,0.01,36.26,19.91
DH0067,135.31,137.29,North_Zone,0.343,36.71,17.77
DH0067,137.29,138.7,North_Zone,0.287,43.94,21.32
DH0067,138.7,139.99,North_Zone,0.7,41.35,24.28
DH0067,139.99,141.35,North_Zone,0.393,44.78,16.19
DH0067,141.35,142.75,North_Zone,0.46,34.76,14.07
DH0067,142.75,144.01,North_Zone,0.935,40.33,15.31
DH0067,144.01,144.48,North_Zone,0.19,33.63,22.25
DH0068,0.0,1.71,East_Zone,1.234,37.83,10.55
DH0068,1.71,3.43,East_Zone,3.771,21.21,16.16
DH0068,3.43,4.47,East_Zone,0.419,27.89,11.81
DH0068,4.47,5.97,East_Zone,2.009,48.67,10.89
DH0068,5.97,7.45,East_Zone,1.94,44.45,10.2
DH0068,7.45,8.77,East_Zone,1.122,40.72,11.25
DH0068,8.77,10.35,East_Zone,2.542,37.96,18.34
DH0068,10.35,11.46,East_Zone,2.409,26.37,8.33
DH0068,11.46,13.34,East_Zone,1.355,32.21,17.48
DH0068,13.34,15.29,East_Zone,1.484,42.24,18.28
DH0068,15.29,16.66,East_Zone,2.239,42.0,10.59
DH0068,16.66,18.4,East_Zone,2.861,50.92,12.2
DH0068,18.4,20.25,East_Zone,2.564,48.36,17.14
DH0068,20.25,21.71,East_Zone,3.238,50.88,10.61
DH0068,21.71,23.55,East_Zone,4.296,53.62,8.62
DH0068,23.55,25.42,East_Zone,1.44,47.03,11.96
DH0068,25.42,27.36,East_Zone,2.154,48.78,10.79
DH0068,27.36,28.69,East_Zone,0.985,40.45,4.65
DH0068,28.69,29.75,East_Zone,1.939,47.28,6.23
DH0068,29.75,31.15,East_Zone,5.631,57.19,7.27
DH0068,31.15,32.22,East_Zone,0.977,40.73,9.63
DH0068,32.22,33.68,East_Zone,0.524,56.74,12.51
DH0068,33.68,35.2,East_Zone,0.828,51.67,12.73
DH0068,35.2,36.33,East_Zone,1.055,62.33,21.6
DH0068,36.33,38.07,East_Zone,1.513,47.18,8.59
DH0068,38.07,39.72,East_Zone,1.701,39.06,17.36
DH0068,39.72,40.94,East_Zone,1.473,39.6,7.02
DH0068,40.94,42.54,East_Zone,3.836,25.17,9.66
DH0068,42.54,44.41,East_Zone,4.813,50.39,7.83
DH0068,44.41,45.77,East_Zone,1.649,35.07,13.23
DH0068,45.77,47.14,East_Zone,2.741,67.13,6.85
DH0068,47.14,48.29,East_Zone,5.772,48.75,6.6
DH0068,48.29,49.36,East_Zone,4.333,56.16,12.25
DH0068,49.36,51.28,East_Zone,1.728,55.82,10.5
DH0068,51.28,52.49,East_Zone,1.314,55.67,16.56
DH0068,52.49,53.91,East_Zone,1.33,49.42,26.31
DH0068,53.91,55.17,East_Zone,3.389,44.81,9.18
DH0068,55.17,56.27,East_Zone,4.142,58.24,5.31
DH0068,56.27,57.58,East_Zone,0.432,39.08,7.67
DH0068,57.58,59.07,East_Zone,1.878,55.17,11.23
DH0068,59.07,60.9,East_Zone,2.449,47.47,8.26
DH0068,60.9,62.22,East_Zone,1.917,54.35,11.77
DH0068,62.22,63.6,East_Zone,0.978,40.28,17.67
DH0068,63.6,65.13,East_Zone,0.614,45.58,23.98
DH0068,65.13,66.25,East_Zone,2.829,62.51,8.11
DH0068,66.25,67.96,East_Zone,1.72,42.61,23.39
DH0068,67.96,69.44,East_Zone,2.774,55.21,12.43
DH0068,69.44,71.12,East_Zone,1.052,51.75,12.91
DH0068,71.12,72.4,East_Zone,1.472,44.55,10.48
DH0068,72.4,74.07,East_Zone,0.751,39.28,25.72
DH0068,74.07,75.23,East_Zone,0.713,45.71,21.94
DH0068,75.23,76.34,East_Zone,0.45,45.99,19.03
DH0068,76.34,77.69,East_Zone,0.846,36.27,16.91
DH0068,77.69,79.18,East_Zone,1.677,40.41,19.61
DH0068,79.18,80.45,East_Zone,1.569,42.55,19.84
DH0068,80.45,81.99,East_Zone,1.77,38.96,19.31
DH0068,81.99,83.42,East_Zone,1.238,49.02,11.99
DH0068,83.42,84.46,East_Zone,1.419,41.47,24.85
DH0068,84.46,85.92,East_Zone,1.355,50.99,14.53
DH0068,85.92,86.93,East_Zone,1.487,44.04,24.02
DH0068,86.93,88.08,East_Zone,1.705,44.48,16.7
DH0068,88.08,89.76,East_Zone,1.037,46.91,15.4
DH0068,89.76,91.6,East_Zone,1.191,49.05,15.26
DH0068,91.6,93.52,East_Zone,0.529,37.67,18.15
DH0068,93.52,95.05,East_Zone,1.21,52.58,18.8
DH0068,95.05,96.32,East_Zone,0.327,36.67,20.16
DH0068,96.32,98.19,East_Zone,1.271,33.76,11.99
DH0068,98.19,99.97,East_Zone,1.274,63.8,12.53
DH0068,99.97,101.67,East_Zone,1.461,46.77,11.49
DH0068,101.67,103.35,East_Zone,0.773,46.75,19.05
DH0068,103.35,105.06,East_Zone,0.288,38.41,15.96
DH0068,105.06,106.94,East_Zone,0.404,48.26,20.95
DH0068,106.94,108.71,East_Zone,2.1,53.03,22.29
DH0068,108.71,110.3,East_Zone,1.231,49.22,18.1
DH0068,110.3,111.85,East_Zone,1.82,45.7,26.49
DH0068,111.85,113.21,East_Zone,0.506,45.8,23.02
DH0068,113.21,115.19,East_Zone,0.533,38.86,15.53
DH0068,115.19,116.79,East_Zone,0.409,36.57,14.02
DH0068,116.79,118.04,East_Zone,0.279,39.4,16.07
DH0068,118.04,119.1,East_Zone,0.168,31.91,16.56
DH0068,119.1,120.96,East_Zone,0.236,40.86,21.51
DH0068,120.96,122.54,East_Zone,0.8,41.37,19.61
DH0068,122.54,123.69,East_Zone,0.189,41.69,22.83
DH0068,123.69,124.75,East_Zone,0.275,36.63,21.52
DH0068,124.75,125.92,East_Zone,0.554,41.19,20.68
DH0068,125.92,127.49,East_Zone,0.597,35.85,22.43
DH0068,127.49,129.07,East_Zone,1.002,46.24,11.23
DH0068,129.07,130.67,East_Zone,1.168,40.4,23.03
DH0068,130.67,132.03,East_Zone,0.089,34.72,10.68
DH0068,132.03,133.36,East_Zone,0.17,47.44,22.55
DH0068,133.36,135.08,East_Zone,0.19,31.11,23.29
DH0068,135.08,136.95,East_Zone,0.275,42.72,24.21
DH0068,136.95,138.48,East_Zone,0.72,42.97,19.04
DH0068,138.48,140.13,East_Zone,0.176,45.47,19.33
DH0068,140.13,141.2,East_Zone,0.505,42.4,10.29
DH0069,0.0,1.2,East_Zone,0.117,39.21,4.99
DH0069,1.2,2.37,East_Zone,3.347,45.2,15.79
DH0069,2.37,4.17,East_Zone,1.88,39.89,10.12
DH0069,4.17,5.69,East_Zone,0.884,47.7,8.01
DH0069,5.69,7.17,East_Zone,2.451,50.94,11.3
DH0069,7.17,9.03,East_Zone,1.845,41.31,18.54
DH0069,9.03,10.06,East_Zone,3.47,53.06,10.7
DH0069,10.06,11.42,East_Zone,1.139,53.21,13.78
DH0069,11.42,13.41,East_Zone,1.733,41.81,15.16
DH0069,13.41,14.6,East_Zone,1.661,37.74,7.99
DH0069,14.6,16.52,East_Zone,2.119,35.19,8.28
DH0069,16.52,17.64,East_Zone,1.188,53.26,10.25
DH0069,17.64,19.56,East_Zone,3.259,61.87,9.64
DH0069,19.56,20.82,East_Zone,2.614,48.15,7.72
DH0069,20.82,22.48,East_Zone,0.617,40.63,18.41
DH0069,22.48,23.73,East_Zone,1.056,52.39,21.8
DH0069,23.73,25.16,East_Zone,0.585,42.03,10.67
DH0069,25.16,26.7,East_Zone,1.056,42.16,6.65
DH0069,26.7,28.63,East_Zone,1.74,70.23,8.88
DH0069,28.63,29.82,East_Zone,2.714,41.56,6.96
DH0069,29.82,31.08,East_Zone,1.401,40.55,26.79
DH0069,31.08,32.37,East_Zone,2.051,54.77,7.2
DH0069,32.37,34.17,East_Zone,3.108,39.4,7.58
DH0069,34.17,36.11,East_Zone,1.855,50.89,12.93
DH0069,36.11,37.67,East_Zone,3.197,62.08,7.39
DH0069,37.67,39.12,East_Zone,0.985,52.59,24.45
DH0069,39.12,41.11,East_Zone,0.572,45.55,24.02
DH0069,41.11,42.57,East_Zone,2.348,47.39,10.23
DH0069,42.57,44.12,East_Zone,0.817,37.93,24.41
DH0069,44.12,46.04,East_Zone,0.934,49.3,6.29
DH0069,46.04,47.94,East_Zone,1.349,53.65,23.86
DH0069,47.94,49.34,East_Zone,0.853,48.43,21.06
DH0069,49.34,50.54,East_Zone,1.348,48.07,18.8
DH0069,50.54,51.97,East_Zone,1.143,33.37,25.38
DH0069,51.97,53.43,East_Zone,0.6,45.55,17.55
DH0069,53.43,54.9,East_Zone,0.542,39.88,13.22
DH0069,54.9,56.67,East_Zone,0.901,44.82,17.48
DH0069,56.67,57.75,East_Zone,1.531,51.37,8.41
DH0069,57.75,59.46,East_Zone,0.939,53.78,21.59
DH0069,59.46,60.91,East_Zone,0.078,50.4,16.66
DH0069,60.91,62.5,East_Zone,1.15,47.8,6.15
DH0069,62.5,63.64,East_Zone,1.044,43.4,9.66
DH0069,63.64,64.82,East_Zone,1.14,45.06,17.07
DH0069,64.82,66.26,East_Zone,1.655,51.83,18.77
DH0069,66.26,67.55,East_Zone,0.782,49.09,17.77
DH0069,67.55,68.67,East_Zone,0.791,32.57,15.15
DH0069,68.67,70.36,East_Zone,0.245,34.15,17.15
DH0069,70.36,71.37,East_Zone,0.91,42.36,18.98
DH0069,71.37,72.85,East_Zone,0.81,46.16,10.62
DH0069,72.85,74.72,East_Zone,0.318,32.56,14.91
DH0069,74.72,76.0,East_Zone,0.01,49.71,18.28
DH0069,76.0,77.45,East_Zone,0.351,36.36,22.43
DH0069,77.45,78.57,East_Zone,0.112,37.21,21.27
DH0069,78.57,80.5,East_Zone,0.706,38.18,21.58
DH0069,80.5,82.44,East_Zone,0.722,38.17,25.9
DH0069,82.44,83.96,East_Zone,0.392,42.51,19.29
DH0070,0.0,1.56,East_Zone,2.34,45.67,7.65
DH0070,1.56,2.79,East_Zone,2.564,53.9,6.41
DH0070,2.79,4.07,East_Zone,3.383,38.42,14.63
DH0070,4.07,5.1,East_Zone,3.85,53.46,9.8
DH0070,5.1,6.46,East_Zone,3.305,38.16,12.08
DH0070,6.46,8.2,East_Zone,3.017,47.77,9.2
DH0070,8.2,9.77,East_Zone,1.296,35.04,10.98
DH0070,9.77,10.85,East_Zone,2.706,36.21,3.06
DH0070,10.85,12.76,East_Zone,5.129,40.56,7.37
DH0070,12.76,13.76,East_Zone,1.009,32.39,14.35
DH0070,13.76,14.89,East_Zone,0.571,54.68,7.14
DH0070,14.89,16.21,East_Zone,1.928,43.38,11.86
DH0070,16.21,17.87,East_Zone,1.213,30.85,8.67
DH0070,17.87,19.82,East_Zone,2.217,53.18,1.51
DH0070,19.82,21.81,East_Zone,3.142,46.0,12.83
DH0070,21.81,23.53,East_Zone,3.166,40.27,15.01
DH0070,23.53,25.24,East_Zone,2.558,42.45,15.75
DH0070,25.24,26.55,East_Zone,4.515,47.82,12.21
DH0070,26.55,27.74,East_Zone,1.892,35.71,9.27
DH0070,27.74,28.83,East_Zone,2.201,44.72,19.02
DH0070,28.83,30.22,East_Zone,1.648,40.52,18.68
DH0070,30.22,32.13,East_Zone,3.057,47.95,13.46
DH0070,32.13,33.81,East_Zone,2.6,45.15,10.51
DH0070,33.81,35.32,East_Zone,2.096,32.29,16.63
DH0070,35.32,37.29,East_Zone,2.25,55.25,3.31
DH0070,37.29,38.72,East_Zone,0.331,55.63,12.42
DH0070,38.72,40.25,East_Zone,1.489,46.93,12.23
DH0070,40.25,41.37,East_Zone,2.993,37.06,14.33
DH0070,41.37,42.54,East_Zone,2.697,53.26,13.57
DH0070,42.54,43.89,East_Zone,1.282,35.06,17.85
DH0070,43.89,45.52,East_Zone,5.407,25.31,18.66
DH0070,45.52,46.72,East_Zone,1.282,41.17,11.31
DH0070,46.72,48.61,East_Zone,2.64,37.22,9.66
DH0070,48.61,50.16,East_Zone,0.968,61.26,18.64
DH0070,50.16,52.07,East_Zone,5.432,57.33,7.73
DH0070,52.07,53.75,East_Zone,1.957,25.17,8.08
DH0070,53.75,55.0,East_Zone,2.138,49.47,11.97
DH0070,55.0,56.11,East_Zone,2.048,46.38,13.51
DH0070,56.11,57.32,East_Zone,2.518,49.48,12.19
DH0070,57.32,58.36,East_Zone,0.67,47.44,6.83
DH0070,58.36,60.16,East_Zone,1.568,48.52,14.32
DH0070,60.16,61.62,East_Zone,2.853,51.92,12.71
DH0070,61.62,62.83,East_Zone,1.727,33.43,14.95
DH0070,62.83,64.8,East_Zone,2.238,24.9,13.57
DH0070,64.8,66.44,East_Zone,3.066,44.56,9.29
DH0070,66.44,67.82,East_Zone,0.243,53.96,11.76
DH0070,67.82,69.58,East_Zone,1.205,45.81,14.08
DH0070,69.58,70.68,East_Zone,0.342,46.93,11.46
DH0070,70.68,71.74,East_Zone,2.695,42.88,15.42
DH0070,71.74,73.03,East_Zone,1.404,49.21,7.08
DH0070,73.03,74.5,East_Zone,0.708,40.88,13.24
DH0070,74.5,75.67,East_Zone,2.607,43.11,11.96
DH0070,75.67,77.0,East_Zone,3.645,50.39,10.1
DH0070,77.0,78.35,East_Zone,1.457,60.69,15.44
DH0070,78.35,80.06,East_Zone,4.351,28.28,8.32
DH0070,80.06,81.56,East_Zone,1.489,39.22,18.22
DH0070,81.56,82.93,East_Zone,1.748,45.89,16.3
DH0070,82.93,84.76,East_Zone,2.321,26.44,14.64
DH0070,84.76,86.64,East_Zone,1.326,36.69,22.48
DH0070,86.64,88.17,East_Zone,0.776,34.33,7.75
DH0070,88.17,89.46,East_Zone,2.333,43.72,7.63
DH0070,89.46,90.9,East_Zone,1.348,42.27,14.17
DH0070,90.9,92.3,East_Zone,2.059,51.07,11.43
DH0070,92.3,93.45,East_Zone,3.665,39.54,11.71
DH0070,93.45,95.09,East_Zone,4.173,67.23,12.54
DH0070,95.09,97.05,East_Zone,1.274,47.9,12.65
DH0070,97.05,98.67,East_Zone,2.017,33.66,9.3
DH0070,98.67,99.81,East_Zone,0.501,39.75,11.38
DH0070,99.81,100.96,East_Zone,1.467,46.7,11.44
DH0070,100.96,102.17,East_Zone,0.445,52.72,7.62
DH0070,102.17,103.73,East_Zone,0.857,43.15,12.05
DH0070,103.73,105.45,East_Zone,0.947,40.45,19.93
DH0070,105.45,106.61,East_Zone,3.213,62.96,10.62
DH0070,106.61,107.7,East_Zone,0.611,50.28,14.38
DH0070,107.7,109.48,East_Zone,1.096,30.08,14.96
DH0070,109.48,110.94,East_Zone,2.25,42.54,13.02
DH0070,110.94,112.35,East_Zone,2.449,45.52,4.49
DH0070,112.35,113.72,East_Zone,2.349,46.03,13.04
DH0070,113.72,114.77,East_Zone,1.521,49.97,29.54
DH0070,114.77,116.02,East_Zone,2.771,52.42,5.86
DH0070,116.02,117.97,East_Zone,1.388,55.06,15.81
DH0070,117.97,119.19,East_Zone,4.716,64.62,6.94
DH0070,119.19,120.54,East_Zone,2.741,74.38,10.62
DH0070,120.54,122.48,East_Zone,1.782,50.19,9.88
DH0070,122.48,124.45,East_Zone,3.931,55.9,12.92
DH0070,124.45,125.55,East_Zone,3.918,33.13,6.12
DH0070,125.55,126.78,East_Zone,2.626,60.29,15.38
DH0070,126.78,128.74,East_Zone,2.231,46.14,5.7
DH0070,128.74,130.56,East_Zone,0.333,44.02,7.37
DH0070,130.56,132.41,East_Zone,1.808,43.23,11.19
DH0070,132.41,134.35,East_Zone,4.29,44.2,4.98
DH0070,134.35,135.87,East_Zone,2.744,49.26,7.38
DH0070,135.87,137.75,East_Zone,1.268,41.58,8.43
DH0070,137.75,139.17,East_Zone,1.543,43.88,23.31
DH0070,139.17,141.09,East_Zone,1.982,49.77,7.6
DH0070,141.09,142.92,East_Zone,1.728,35.15,7.29
DH0070,142.92,144.23,East_Zone,0.969,40.89,13.41
DH0070,144.23,145.62,East_Zone,0.844,51.79,22.04
DH0070,145.62,147.57,East_Zone,1.583,47.39,13.5
DH0070,147.57,149.27,East_Zone,1.087,43.74,4.83
DH0070,149.27,150.72,East_Zone,2.217,51.3,12.42
DH0070,150.72,152.14,East_Zone,1.243,51.47,14.03
DH0070,152.14,153.54,East_Zone,1.374,46.88,9.1
DH0070,153.54,155.42,East_Zone,2.072,47.17,11.06
DH0070,155.42,157.41,East_Zone,1.185,49.13,21.3
DH0070,157.41,159.14,East_Zone,2.917,50.56,4.57
DH0070,159.14,160.66,East_Zone,1.606,52.7,23.55
DH0070,160.66,162.22,East_Zone,0.409,49.37,21.89
DH0070,162.22,164.07,East_Zone,1.549,47.09,16.16
DH0070,164.07,165.21,East_Zone,1.019,47.11,18.66
DH0070,165.21,166.25,East_Zone,1.471,50.26,15.84
DH0070,166.25,167.85,East_Zone,1.055,57.64,22.56
DH0070,167.85,169.11,East_Zone,1.37,48.01,18.73
DH0070,169.11,170.67,East_Zone,1.225,31.98,13.72
DH0070,170.67,172.27,East_Zone,0.805,58.73,20.32
DH0070,172.27,173.47,East_Zone,0.753,39.08,20.0
DH0070,173.47,175.08,East_Zone,0.898,48.97,16.85
DH0070,175.08,176.49,East_Zone,1.52,60.32,20.09
DH0070,176.49,177.82,East_Zone,0.252,36.93,16.39
DH0070,177.82,179.26,East_Zone,0.324,46.23,13.65
DH0070,179.26,181.03,East_Zone,1.232,45.46,10.94
DH0070,181.03,182.12,East_Zone,1.272,45.25,22.21
DH0070,182.12,183.58,East_Zone,1.234,55.04,16.25
DH0070,183.58,185.51,East_Zone,0.729,55.13,21.46
DH0070,185.51,187.2,East_Zone,0.837,43.4,25.27
DH0070,187.2,188.2,East_Zone,1.442,48.6,22.68
DH0070,188.2,189.75,East_Zone,2.133,41.62,16.95
DH0070,189.75,190.8,East_Zone,1.652,50.15,15.0
DH0070,190.8,191.84,East_Zone,1.653,41.89,10.67
DH0070,191.84,193.4,East_Zone,1.664,35.74,27.32
DH0070,193.4,194.59,East_Zone,0.815,44.21,16.48
DH0070,194.59,195.83,East_Zone,1.993,43.59,27.17
DH0070,195.83,197.22,East_Zone,1.473,42.3,17.89
DH0070,197.22,198.86,East_Zone,0.295,46.08,15.83
DH0070,198.86,200.56,East_Zone,0.332,44.08,20.08
DH0070,200.56,201.71,East_Zone,1.194,43.96,17.11
DH0070,201.71,202.94,East_Zone,2.347,49.94,12.46
DH0070,202.94,204.59,East_Zone,1.917,45.14,17.44
DH0070,204.59,206.12,East_Zone,0.222,33.15,26.61
DH0070,206.12,207.4,East_Zone,0.396,38.03,15.81
DH0070,207.4,208.53,East_Zone,0.238,32.38,23.96
DH0070,208.53,210.52,East_Zone,1.452,58.73,16.14
DH0070,210.52,212.29,East_Zone,0.612,41.26,18.72
DH0070,212.29,213.82,East_Zone,1.488,45.98,30.43
DH0070,213.82,215.57,East_Zone,0.961,49.41,10.13
DH0070,215.57,216.87,East_Zone,0.972,42.0,19.06
DH0070,216.87,218.1,East_Zone,1.837,39.82,19.21
DH0070,218.1,219.14,East_Zone,1.146,39.29,23.04
DH0070,219.14,220.41,East_Zone,1.356,49.0,22.02
DH0070,220.41,221.48,East_Zone,1.428,45.96,15.36
DH0070,221.48,223.01,East_Zone,0.883,47.06,20.53
DH0070,223.01,224.5,East_Zone,1.182,44.95,19.54
DH0070,224.5,226.29,East_Zone,0.754,55.16,20.12
DH0070,226.29,227.73,East_Zone,0.501,36.39,16.67
DH0070,227.73,229.58,East_Zone,0.141,40.46,22.79
DH0070,229.58,231.24,East_Zone,0.414,53.13,13.77
DH0070,231.24,233.12,East_Zone,1.74,52.58,31.25
DH0070,233.12,234.39,East_Zone,0.888,34.58,8.55
DH0070,234.39,236.3,East_Zone,0.538,40.82,17.13
DH0070,236.3,238.16,East_Zone,1.492,47.76,13.77
DH0070,238.16,239.55,East_Zone,0.85,34.14,24.62
DH0070,239.55,241.38,East_Zone,1.116,31.03,19.15
DH0070,241.38,242.45,East_Zone,1.389,60.09,17.75
DH0070,242.45,244.14,East_Zone,1.565,55.15,25.35
DH0070,244.14,245.91,East_Zone,0.244,49.56,20.18
DH0070,245.91,247.57,East_Zone,1.084,50.85,20.54
DH0070,247.57,248.81,East_Zone,0.697,47.95,24.47
DH0070,248.81,250.73,East_Zone,2.214,42.58,14.51
DH0070,250.73,251.91,East_Zone,1.243,49.88,15.33
DH0070,251.91,252.91,East_Zone,1.553,47.51,23.46
DH0070,252.91,254.32,East_Zone,0.866,47.09,13.52
DH0070,254.32,255.38,East_Zone,2.15,47.64,19.84
DH0070,255.38,256.55,East_Zone,0.226,44.57,13.84
DH0070,256.55,258.44,East_Zone,1.288,47.16,24.68
DH0070,258.44,259.76,East_Zone,0.789,41.97,20.08
DH0070,259.76,261.62,East_Zone,1.43,50.19,9.32
DH0070,261.62,263.15,East_Zone,0.772,35.17,13.79
DH0070,263.15,264.69,East_Zone,0.192,41.91,19.91
DH0070,264.69,266.36,East_Zone,1.995,55.12,20.31
DH0070,266.36,267.43,East_Zone,0.506,37.46,17.2
DH0070,267.43,269.12,East_Zone,0.941,41.11,20.75
DH0070,269.12,270.71,East_Zone,0.604,34.02,24.19
DH0070,270.71,272.42,East_Zone,0.276,34.38,24.24
DH0070,272.42,274.41,East_Zone,0.4,31.68,22.97
DH0070,274.41,276.34,East_Zone,0.66,34.27,16.19
DH0070,276.34,277.7,East_Zone,0.7,50.19,19.03
DH0070,277.7,279.1,East_Zone,0.649,29.72,29.12
DH0070,279.1,280.55,East_Zone,0.557,48.84,20.9
DH0070,280.55,282.15,East_Zone,0.179,36.77,17.03
DH0070,282.15,283.4,East_Zone,0.321,35.52,18.62
DH0070,283.4,284.75,East_Zone,0.82,40.19,22.02
DH0070,284.75,286.36,East_Zone,0.641,39.76,19.43
DH0070,286.36,287.5,East_Zone,0.245,40.66,16.18
DH0070,287.5,288.61,East_Zone,0.754,38.61,20.62
DH0070,288.61,290.3,East_Zone,0.231,34.56,19.18
DH0070,290.3,291.7,East_Zone,1.007,36.25,22.49
DH0070,291.7,293.48,East_Zone,0.706,40.19,22.97
DH0070,293.48,295.22,East_Zone,0.012,42.81,19.9
DH0070,295.22,296.97,East_Zone,0.734,40.47,16.41
DH0070,296.97,298.52,East_Zone,0.851,37.93,18.31
DH0070,298.52,300.22,East_Zone,0.317,34.02,26.56
DH0070,300.22,301.81,East_Zone,0.607,52.64,18.26
DH0070,301.81,303.05,East_Zone,0.116,42.26,24.63
DH0070,303.05,304.42,East_Zone,0.812,36.12,23.46
DH0070,304.42,305.7,East_Zone,1.292,39.3,18.79
DH0070,305.7,307.27,East_Zone,0.291,34.45,25.57
DH0070,307.27,308.96,East_Zone,0.356,27.37,24.71
DH0070,308.96,310.58,East_Zone,0.626,42.18,25.02
DH0070,310.58,312.2,East_Zone,0.09,33.3,21.28
DH0070,312.2,313.79,East_Zone,0.654,37.01,22.82
DH0070,313.79,314.88,East_Zone,0.186,38.48,25.32
DH0070,314.88,316.66,East_Zone,0.498,35.25,24.37
DH0070,316.66,318.2,East_Zone,0.633,43.81,21.45
DH0070,318.2,319.98,East_Zone,0.384,40.44,24.03
DH0070,319.98,321.95,East_Zone,0.265,35.71,22.65
DH0070,321.95,323.02,East_Zone,0.69,48.07,20.77
DH0070,323.02,324.14,East_Zone,0.363,39.82,20.17
DH0070,324.14,325.29,East_Zone,0.292,29.64,19.17
DH0070,325.29,326.78,East_Zone,0.576,38.52,25.29
DH0070,326.78,327.79,East_Zone,1.207,39.72,21.51
DH0070,327.79,329.76,East_Zone,0.963,33.03,22.07
DH0070,329.76,331.1,East_Zone,0.102,46.47,18.73
DH0070,331.1,331.44,East_Zone,0.366,34.82,13.9
DH0071,0.0,1.58,Central_Zone,0.01,24.61,11.47
DH0071,1.58,3.11,Central_Zone,4.079,42.92,15.28
DH0071,3.11,4.94,Central_Zone,2.095,39.68,10.43
DH0071,4.94,6.66,Central_Zone,1.962,34.57,21.45
DH0071,6.66,8.5,Central_Zone,1.472,49.29,12.32
DH0071,8.5,10.47,Central_Zone,1.859,42.4,8.92
DH0071,10.47,11.88,Central_Zone,4.474,53.23,10.16
DH0071,11.88,13.4,Central_Zone,1.571,39.21,15.59
DH0071,13.4,14.83,Central_Zone,1.648,41.15,17.73
DH0071,14.83,16.75,Central_Zone,1.187,40.45,10.01
DH0071,16.75,17.77,Central_Zone,0.839,30.22,7.85
DH0071,17.77,18.91,Central_Zone,2.792,36.01,12.23
DH0071,18.91,20.0,Central_Zone,1.504,68.02,3.52
DH0071,20.0,21.76,Central_Zone,3.989,59.15,10.32
DH0071,21.76,22.92,Central_Zone,1.897,34.41,9.34
DH0071,22.92,23.96,Central_Zone,5.81,60.8,18.64
DH0071,23.96,25.58,Central_Zone,3.124,51.72,13.25
DH0071,25.58,27.2,Central_Zone,1.439,73.28,10.41
DH0071,27.2,28.37,Central_Zone,1.911,36.65,14.78
DH0071,28.37,30.22,Central_Zone,1.811,44.69,10.32
DH0071,30.22,31.55,Central_Zone,1.669,60.62,8.69
DH0071,31.55,32.82,Central_Zone,4.164,37.09,8.67
DH0071,32.82,34.18,Central_Zone,3.685,58.1,7.82
DH0071,34.18,36.04,Central_Zone,4.548,46.77,13.0
DH0071,36.04,37.91,Central_Zone,2.282,48.39,15.91
DH0071,37.91,39.77,Central_Zone,3.218,52.59,11.48
DH0071,39.77,40.95,Central_Zone,0.939,28.6,6.95
DH0071,40.95,42.89,Central_Zone,1.853,42.33,7.52
DH0071,42.89,44.31,Central_Zone,1.901,43.02,14.49
DH0071,44.31,45.94,Central_Zone,3.478,57.31,11.67
DH0071,45.94,47.19,Central_Zone,5.297,44.16,11.29
DH0071,47.19,49.05,Central_Zone,1.038,33.41,16.83
DH0071,49.05,50.25,Central_Zone,3.139,34.49,7.09
DH0071,50.25,51.47,Central_Zone,5.058,44.6,8.27
DH0071,51.47,53.43,Central_Zone,3.613,39.35,5.48
DH0071,53.43,54.87,Central_Zone,2.102,44.8,17.96
DH0071,54.87,56.28,Central_Zone,1.518,57.59,13.82
DH0071,56.28,57.53,Central_Zone,1.138,49.4,17.43
DH0071,57.53,59.17,Central_Zone,2.321,51.55,9.29
DH0071,59.17,60.62,Central_Zone,2.486,37.06,12.32
DH0071,60.62,61.96,Central_Zone,1.83,54.38,11.8
DH0071,61.96,63.02,Central_Zone,1.648,46.91,21.01
DH0071,63.02,64.08,Central_Zone,2.16,57.26,21.34
DH0071,64.08,65.8,Central_Zone,3.171,32.68,11.2
DH0071,65.8,66.9,Central_Zone,1.036,46.32,18.32
DH0071,66.9,68.78,Central_Zone,0.661,53.67,21.16
DH0071,68.78,70.41,Central_Zone,2.201,34.22,10.91
DH0071,70.41,71.51,Central_Zone,1.246,30.16,11.89
DH0071,71.51,73.16,Central_Zone,1.456,46.24,31.57
DH0071,73.16,74.42,Central_Zone,3.097,47.14,12.47
DH0071,74.42,75.9,Central_Zone,0.608,49.72,16.97
DH0071,75.9,76.94,Central_Zone,2.233,66.66,14.61
DH0071,76.94,78.42,Central_Zone,0.495,54.81,27.91
DH0071,78.42,80.38,Central_Zone,1.605,61.69,22.27
DH0071,80.38,81.67,Central_Zone,1.514,46.77,12.64
